Geography,Wages (1),Type of work,North American Industry Classification System (NAICS) (4),Sex,Age group,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15
Newfoundland and Labrador,Average weekly wage rate,Both full- and part-time employees,Educational services [61] ,Both sexes,15 to 24 years,119.39,101.11,121.58,168.43,203.09,269.04,234.01,227.5,185.28,x,108.84,x,118.57,85.31,89.14,126.82,174.56,138.63,238.18,220.56,206.78,140.72,173.39,200.05,162.69,187.1,195.03,215.26,267.67,275.86,250.31,235.41,67.07,47.51,89.13,92.03,90.04,134.15,103.33,260.79,347.69,319.42,252.28,369.46,395.66,195.25,170.48,187.45,242.61,91.72,108.72,183.85,311.27,302.42,251.94,267.45,109.9,141.71,144.82,93.17,107.49,79.37,61.52,56.69,254.74,277.21,272.82,282.12,x,361.18,170.58,238.91,x,195.82,149.45,266.49,304.99,252.7,282.01,338.6,226.99,177.08,155.1,214.6,121.37,153.11,188.27,x,402.9,273.86,210.52,270.8,132.82,140.39,265.92,289.65,298.66,226.02,218.67,219.16,319.77,335.63,303.99,309.6,111.44,180.1,272.42,331.74,343.91,200.93,266.56,302.61,362.34,365.48,350.42,403.68,326.25,295.07,416.49,437.46,405.05,306.09,339.28,435.05,408.61,453.61,490.08,274.48,x,167.48,139.98,396.23,613.04,674.58,620.51,511.97,309.54,254,290.37,269.14,x,479.63,346.1,355.16,557.85,274.11,310.25,643.4,535.3,617.11,544.34,409.3,438.75,343.13,280.71,310.46,312.97,93.01,98.25,165.02,322.24,476.32,495.64,239.91,182.71,247.23,467.58,490.74,414.37,240.27,247.7,571.48,x,895.38,341.53,x,373.27,395.42,277.28,302.9,285.25
Newfoundland and Labrador,Average weekly wage rate,Both full- and part-time employees,Health care and social assistance [62] ,Both sexes,15 to 24 years,325.18,255.3,215.11,200.86,294.62,239.22,260.9,210.21,195.96,215.68,192.42,169.2,234.32,224.48,190.36,264.6,337.05,314.03,339.6,331.59,411.21,416.09,460.4,492.08,349.83,261.94,260.04,302.58,324.28,314.79,283.29,359.87,434.26,335.93,324.84,352.63,244.63,246.84,238.88,231.21,297.09,417.92,359.14,374.24,277.33,283.71,255.02,275.58,199.91,221.4,194.61,243.51,259.7,322.54,260.41,248.45,209.16,192.77,234.03,258.93,278.46,287.54,264.25,272.22,269.64,340.48,318.72,237.67,321.72,370.83,491.97,429.49,256.53,236.62,245.15,239.36,242.81,286.33,337.05,312.66,662.07,484.54,270.7,345.24,257.9,302.57,342.87,308.19,373.89,317.86,312.85,410.46,490.47,455.52,454.64,582.29,386.29,407.69,418.85,420.71,422.03,495.31,460.29,431.36,431.16,454.03,442.02,479.44,524.09,505.71,560.99,430.72,525.05,430.39,448.39,449.12,593.25,659.11,654.27,708.2,457.67,494.7,460.76,502.09,526.86,515.17,442.74,544.64,558.09,914.15,616.74,506.62,448.27,406.18,339.19,377.77,392.91,394.35,567,479.32,582.3,558.67,576.83,510.54,607.26,677.35,578.8,465.52,574.63,669.46,569,498.76,564.74,693.65,682.98,601.92,815.37,575.1,592.83,507.67,634.29,652.93,678.04,645.23,558.96,478.67,484.93,502.97,522.01,497.09,464.31,532.95,705.04,791.44,831.1,676.85,746.76,671.94,772.52,765.15,552.39
Newfoundland and Labrador,Average weekly wage rate,Both full- and part-time employees,"Information, culture and recreation [51 71] ",Both sexes,15 to 24 years,163.43,175.22,177.16,161.08,261.89,271.43,196.22,264.09,162.71,198.05,187.07,109.89,146.6,132.12,141.31,123.63,171.15,167.81,188.44,208.99,186.56,178.04,174.58,177.07,219.25,201.22,198.04,188.49,71.53,154.57,192.69,192.81,135.5,169.52,211.26,188.65,205.04,138.41,171.82,90.8,159.81,247.41,225.3,256.65,183.35,220.18,199.74,225.88,183.99,257.36,213.86,194.8,207.43,219.75,249.03,243.27,219.09,240.17,213.45,247.93,261.89,210.93,155.66,153.63,153.93,196.71,204.92,190.41,107.73,91.81,82.41,59.76,70.29,81.36,69.09,123.18,136.44,273.11,300.57,220.88,141.62,80.11,96.13,109.36,122.42,72.4,75.14,77.55,97.97,204.94,264.35,313.67,254.26,242.16,266.73,372.29,208.02,237.95,257.21,262.01,351.56,468.29,322.28,340.19,284.03,151.41,194.2,172.44,149.24,197.38,142.41,199.83,252.96,376.61,379.14,391.6,281.96,298.92,388.75,305.78,239.75,279.13,230.7,220.28,268.78,286.46,311.32,319.57,232.6,207.76,250.64,200.34,374.36,341.22,380.7,288.17,285.44,280.26,366.76,350.86,147.41,237.76,186.93,x,83.45,134.35,130.29,158.87,185.41,245.98,368.58,334.7,359.86,443.46,405.35,420.68,299.24,389.98,363.52,358.36,370.23,346.03,401.26,317.59,309.58,331.72,338.91,270.65,275.24,212.59,164.29,245.21,222.74,345.43,367.52,366.63,204.56,157.95,390.24,307.01,226.74
Newfoundland and Labrador,Average weekly wage rate,Both full- and part-time employees,Accommodation and food services [72] ,Both sexes,15 to 24 years,122.17,130.24,130.77,146.4,174,161.3,185.41,186.65,167.03,154.47,169.56,137.24,140.63,126.25,130.16,128.76,164.23,179.91,216.84,231.37,170.85,165.96,175.04,183.58,116.01,116.83,124.11,131.06,129.67,156.19,180.47,188.29,113.28,173.99,185.48,175.52,177.41,165.38,171.75,151.34,169.73,192.61,180.71,210.29,187.54,197.27,187.28,184.5,181.83,165.27,139.45,176.15,195.25,248.47,208.21,207.27,197.54,198.29,188.44,188.11,195.43,167.57,168.14,184.52,197.77,193,212.91,241.91,207.59,194.94,190.7,161.18,140.45,157.27,176.12,178.46,200.39,203.55,239.94,227.88,211.72,203.41,182.34,202.75,207.18,178.53,176.78,185.21,223.42,216.16,250.48,238.06,206.77,247.53,253.84,223.98,235.04,214.49,215.43,216.56,224.65,279.98,274.53,361.7,245.3,209.62,210.73,211.46,199.62,242.14,233.99,231.86,230.41,258.07,295.64,281.49,218.2,196.31,220.06,235.61,255.39,256.04,264.17,259.12,232.37,280.7,302.76,272.72,216.19,279.78,291.62,363.49,236.42,216.94,234.43,225.35,259.62,265.28,293.4,328.43,294.19,278.28,251.42,229.5,206.37,218.68,223.04,243.72,266.2,274,321.54,299.87,303.38,324.99,305.71,304.73,260.91,266.78,255.65,231.42,253.64,247.43,316.04,303.72,252.37,209.58,219,231.9,236.38,297.43,312.38,277.54,284.5,290.5,318.54,300.38,231.89,235.03,277.29,249.87,206.83
Newfoundland and Labrador,Average weekly wage rate,Both full- and part-time employees,Other services [81] ,Both sexes,15 to 24 years,191.48,174.9,173.2,177.78,226.28,243.81,226.85,206.2,240.61,160.46,172.72,219.2,176.98,195.54,217.33,271.5,250.54,256.86,233.97,230.15,318.68,306.42,268.54,333.93,226.19,270.9,182.59,262.07,389.38,290.52,233.9,267.95,215.22,206,195.35,219.52,164.18,156.69,196.88,222.41,226.69,239.31,234.83,224.78,257.69,343.51,219.75,191.09,194.69,206.82,116.47,208.58,221.16,219.81,243.63,209.85,186.91,198.74,189.7,222.9,335.75,230.08,162.07,157.71,192.97,191.24,206.71,251.95,280.06,431.46,279.14,421.63,279.08,287.08,285.94,284.56,282.25,327.05,255.08,352.75,373.52,274.31,269.06,351.69,329.17,295.37,283.76,343.55,289.98,215.61,346.32,358.81,345.49,377.96,428.23,486.27,x,x,244.43,355.42,x,384.77,466.39,388.79,471.87,507.75,302.06,466.23,371.24,556.95,359.7,358.74,337.02,330.06,334.71,360.85,312.9,102.54,173.4,182.17,172.61,211.89,201.55,189.7,202.03,311.5,319.19,349.8,366.17,440.22,556.41,605.12,516.67,311.51,398.15,362.01,221.79,406.34,376.04,383,418.44,430.54,426.91,470.66,365.89,332.88,267.69,349.98,416.58,544.23,581.12,511.13,379.15,300.14,435.82,487.03,510.55,375.87,344.57,414.24,423.97,410.39,396.86,520.34,607.45,620.13,511.42,470.82,488.06,472.29,470.27,485.98,568.5,508.98,504.47,416.74,463.6,590.72,376.18,459.31,298.19
Newfoundland and Labrador,Average weekly wage rate,Both full- and part-time employees,Public administration [91] ,Both sexes,15 to 24 years,262.39,289.94,119.3,167.95,258.61,282.18,242.77,217.78,265.36,319.45,330.39,333.75,x,685.32,360.66,327.57,388.43,258.93,286.22,294.1,539.14,382.91,336.32,388.22,268.45,323.82,454.86,511.69,367.62,365.95,315.54,298.6,247.43,150.75,312.43,466.66,273.28,279.38,258.79,263.95,334.98,384.18,336.75,327.12,324.96,271.7,274.43,313.07,212.56,258.42,247.1,232.84,328.18,298.08,257.1,268.86,207.59,270.08,372.83,373.62,247.75,227.69,183.44,252.85,279.39,338.23,299.37,375.39,x,x,x,x,x,x,224.51,317.17,255.21,355.08,342.81,394.29,416.54,496.91,522.87,x,x,373.45,x,366.25,292.35,349.99,366.55,401.82,520.31,377.34,431.1,375.19,292.6,268.74,371.22,303.3,427.78,453.94,383.05,512.89,634.46,297.45,292.26,279.05,x,x,x,312.05,491.35,366.66,399.52,405.85,403.26,452.93,477.23,500.33,572.22,381.95,374.81,411.58,460.78,467.06,386.11,426.45,523.82,523.6,663.42,778.41,x,x,x,x,x,x,346.5,419.92,521.21,x,457.04,515.31,419.87,396.53,x,x,483.61,443.88,409.26,450.21,659.25,584.44,560.04,612.45,645.07,607.14,719.12,820.19,480.53,425.68,453.88,441.88,366.88,384.02,x,x,x,x,x,x,x,296.29,353.78,330.12,x,x,406.79,659.84,x
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,Agriculture [111-112 1100 1151-1152]  (11),Both sexes,15 to 24 years,186.45,140.87,136.71,172.43,239.65,246.23,244,282.33,311.52,313.45,259.57,172.68,222.07,207.21,x,288.01,322.84,332.64,273.4,324.75,277.67,322.99,327.22,340.87,399.42,254.54,246.22,249.63,264.64,271.43,266.39,262.86,371.24,376.01,379.15,362.79,252.83,318.61,200.59,296.75,316.98,343.39,288.1,354.19,376.71,396.26,352.69,350.73,319.59,330.29,336.28,244.91,354.89,347.5,300.97,391.61,369.88,405.94,353.13,355.28,411.95,301.14,330.11,336.46,402.34,364.25,362.5,369.34,x,368.99,196.13,371.03,327.85,357.68,443.49,405.58,459.53,343.06,329.15,402.03,373.53,458.78,457.5,378.53,440.73,330.6,320.8,392.11,261.87,310.07,373.86,339,336.06,396.9,250.64,262.36,132.43,158.69,123.22,378.11,375.7,332.16,363.25,354.87,290.99,203.78,387.02,x,x,316.59,332.73,370.45,384.36,440.91,387.24,407.69,362.15,403.64,346.43,279.88,209.25,394.72,456.28,416.68,467.68,486.33,443.26,500.96,506.37,538.58,x,384.37,264.41,253.78,358.6,323.92,372.98,416.94,423.59,451.34,517.72,425.79,470.34,351.1,298.37,408.97,296.44,306.45,272.25,351.26,447.25,442.97,385,437.28,440.78,301.47,224.92,182.54,216.88,254.73,330.57,342.99,439.61,481.48,x,563.11,456.26,479.01,469.93,508.79,592.25,424.89,425.19,392.91,450.29,379.24,399.94,419.11,459.3,453.03,419.57
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,"Forestry, fishing, mining, quarrying, oil and gas [21 113-114 1153 2100]  (12,13)",Both sexes,15 to 24 years,x,x,x,x,539.84,574.27,x,552.3,433.74,393.88,x,x,x,x,x,x,393.23,347.39,383.66,x,x,x,x,x,x,x,x,x,521.61,470.13,x,603.46,x,x,x,x,x,x,x,x,582.11,465.26,x,418.06,x,357.42,x,x,x,x,x,x,411.44,429.26,474.44,539.93,x,629.03,x,x,x,x,x,x,282.61,275.63,176.94,x,x,x,x,x,x,x,x,x,717.89,748.93,316.35,x,696.46,x,x,x,x,808.88,x,x,653.28,699.21,x,x,631.61,x,x,x,x,x,x,x,722.87,586.75,470.9,529.19,515.88,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,614.84,701.78,x,607.58,x,x,x,x,x,x,x,x,682.12,719.82,x,401.41,x,x,276.58,x,670.28,1003.16,1147.61,x,814.37,709.26,845.37,958.23,898.18,970.33,572.36,x,x,832.16,x,x,608.44,558.47,x,x,x,x,x,x,x,x,x,x,612.57,694.04,572.59,528.99,479.87,349.56,x,x,x
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,Utilities [22] ,Both sexes,15 to 24 years,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,600,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,Construction [23] ,Both sexes,15 to 24 years,446.12,331.06,x,341.16,375.56,317.03,343.85,350.58,370.29,342.03,420.57,350.2,379.18,377.5,385.8,389.39,419.68,353.31,368.83,369.39,331.51,354.23,423.42,335.4,329.82,220.36,314.01,332.13,419.5,364.89,378.97,427.18,410.98,458.89,407.65,430.96,460.19,419.02,421.71,464.24,359.85,339.49,396.73,433.86,420.18,426.42,390.63,441.99,404.32,439.9,441.63,534.14,411.94,414.78,399.18,377.79,431.67,473.15,438.23,401.4,450.73,x,430.84,393.07,409.2,385.15,437.43,428.06,469.32,516.04,505.28,375.73,433.88,436.35,390.19,426.52,582.94,520.82,498.23,501.02,492.73,537.71,458.73,497.89,471.39,521.72,493.59,629.02,445.07,518.62,463.62,453.6,461.32,434.43,512.45,567.32,566.77,563.9,638.79,690.94,580.62,459.33,455.8,506.3,537.34,631.56,686.01,692.85,418.57,599.3,445.13,416.13,640.17,562.93,463.34,512.73,579.14,576.06,495.83,556.28,706.25,439.99,445,450.6,503.81,528.41,430.55,440.89,574.31,470.83,277.3,507.31,511.26,575.14,592.77,617.02,602.25,543.4,506.47,580.58,589.3,581.95,615.48,658.36,577.46,490.05,569.4,771.13,578.6,702.28,643.33,590.52,561.18,595.87,577.35,551.94,512.53,523.92,598.37,794.89,595.59,660.96,629.19,590.48,511.87,645.48,685.13,651.49,693.83,701.42,645.08,509.16,544.58,595.29,583.91,558.39,656.77,551.71,615.71,434.7,351.7
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,Manufacturing [31-33] ,Both sexes,15 to 24 years,281.22,360.64,436.41,410.35,395.64,355.49,342.98,332.14,352.68,333.29,374.53,392.44,402.94,386.26,400.66,377.82,405.44,407.43,424.24,429.85,398.58,334.07,379.48,433.6,493.05,495.85,506.95,473.75,444.37,416.84,338.97,371.66,370.49,338.86,390.26,395.12,359.33,436.06,402.85,357.9,378.46,376.7,401.13,401.63,491.87,459.64,408.53,397.19,364.47,342.15,404.21,379.41,414.79,385.55,393.17,393.96,353.49,406.47,361.23,382.63,497.95,490.43,416.25,433.11,374.38,372.82,414.37,438.45,437.87,416.24,385.28,424.65,508.79,438.51,425.12,415.35,467.07,414.18,479.17,465.07,489.19,568.7,517.16,488.49,548.52,514.11,504.66,543.68,491.36,518.75,522.01,496.05,477.44,450.34,450.41,414.41,450.57,389.34,380.97,408.7,476.83,504.07,428.86,429.13,396.89,463.15,502.2,482.97,536.85,530.35,561.35,626.82,507.33,526.84,568.84,413.9,496.33,470.89,409.45,449.03,449.62,558.07,518.4,470.1,478.63,453.07,439.49,406,376.39,430.99,383.25,448.85,421.31,430.16,439.86,392.1,438.74,534.52,570.09,520.05,485.22,486.02,524.53,449.84,463.46,500.09,553.55,614.85,550.21,569.83,558.79,598.19,548.06,403.99,428.18,436.48,508.05,645.29,474.82,443.12,553.42,525.45,544.88,536.14,469.19,494.71,401.01,450.85,504.93,x,x,408.48,549.35,568.74,542.02,489.74,509.96,515.52,527.41,429.65,392.08
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,Trade [41 44-45] ,Both sexes,15 to 24 years,163.2,170.75,168.22,171.09,177.47,193.77,218.49,226.79,161.38,150.04,161.83,153.23,141.41,142.09,154.62,150.9,194.92,211.26,231.42,229.52,201.01,206.7,184.87,184.36,180.78,186.85,170.19,176.87,205.08,242.03,261.78,245.07,200.44,194.75,190.66,220.42,207.47,180.76,175.79,181.68,183.49,208.51,240.8,233.77,173.5,165.84,162.47,181.18,186.1,184.93,174,192.71,196.85,235.41,261.07,242.82,211.9,200.65,180.69,170.3,155.61,168.76,195.13,180.97,204.33,229.25,245.19,245.67,218.09,188.6,201.38,221.5,209.17,218.4,206.1,221.59,222.27,226.24,252.27,255.19,218.86,205.32,195.04,198.25,198.62,203.65,195.17,208.36,267.32,248.93,260.57,253.88,193.75,158.98,167.19,172.08,169.31,186.58,186.8,187.88,198.32,292.01,314.37,298.76,240.62,256.58,229.45,177.81,186.01,176.35,199.82,229.61,218.87,239.77,285.19,278.7,218.65,215.96,225.03,224.07,193.67,192.52,202.23,224.61,246.13,237.24,288.77,306.73,219.21,213.31,235.27,254.87,227.32,230.74,226.03,254.13,255.08,272.65,316.6,306.89,232.66,261.9,257.42,252.79,233.43,242.67,211,252.28,263.06,284.42,303.19,323.65,255.5,267.33,236.83,224.23,230.31,197.61,206.22,195.85,276.48,321.84,337.33,323.73,252.38,262.77,267.84,269.65,256.79,256.38,229.58,222.88,257.4,291.82,327.26,349,273.05,269.05,254.01,263.69,247.19
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,Transportation and warehousing [48-49] ,Both sexes,15 to 24 years,442.26,404.53,368.48,393.59,319.81,345.67,350.69,451.39,x,x,428.03,x,x,x,x,x,x,349.64,x,350.09,x,390.05,x,x,x,x,x,x,x,582.72,x,x,x,337.53,376.41,426.75,451.03,x,435.39,x,x,x,x,401.89,x,x,x,206.57,x,x,x,x,x,x,293.18,299.36,x,x,x,x,x,x,x,x,x,x,x,391.81,x,x,x,x,x,x,x,629.41,x,x,492.96,483.51,x,x,x,434.62,x,x,x,x,288.25,x,x,x,462.26,487.12,x,598.95,596.34,x,x,x,362.65,674.28,319.89,515.49,330.17,351.52,348.45,467.2,396.33,x,x,x,x,x,600.45,543.38,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,594.04,x,x,599.57,x,x,x,438.23,x,x,x,441.45,x,x,490.67,x,x,x,532.9,x,535.13,475.17,538.37,561.33,x,x,x,x,x
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,"Finance, insurance, real estate and leasing [52-53] ",Both sexes,15 to 24 years,334.95,288.13,272.1,260.85,278.46,303.13,215.33,188.07,177.26,284.26,331.3,236.88,238.43,181.11,248.64,x,x,x,x,x,x,329.37,271.18,339,324.58,313.56,361.05,258.28,268.63,302.48,287,x,x,183.01,242.59,x,x,196.05,297.78,145.38,x,365.99,365.41,331.44,x,x,x,206.93,193.87,262.99,180.93,237.22,304.7,220.06,253.66,x,x,x,263.12,266.93,284.3,294.2,260.1,305.81,345.37,365.99,318.31,291.07,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,218.56,x,x,x,190.08,285.21,300.34,298.12,381.99,374.31,383.92,340.54,x,x,x,386.69,x,298.16,366.62,290.29,x,x,x,x,x,x,434.7,430.09,401.44,489.77,431.01,434.41,440.04,452.94,x,531.58,479.1,473.1,x,272.23,320.25,263.48,373.91,301.82,323.28,x,x,x,x,x,x,x,x,574.03,469.36,347.01,423.34,388.57,497.78,315.94,x,x,x,x,x,x,429.87,288.22,421.82,x,x,x,168.62,283.27,319.23,356.15,291.26,353.44,417.92,341.36,472.03,x,x,x,277.56,393.22,232.79,334,x,x,291.02,x,x,x,372.93,x,x,351.72
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,"Professional, scientific and technical services [54] ",Both sexes,15 to 24 years,254.61,246.19,263.07,281.79,333.8,393.15,437.82,495.69,461.15,428.88,349.59,371.39,285.72,250.53,360.09,315.27,470.75,490.14,445.6,423.47,452.81,374.84,397,475.1,400.37,500.6,469.71,498.6,479.45,484.04,442.66,432.53,349.85,320.71,x,172.96,253.93,238.1,298.47,316.7,395.48,413.57,348.52,298.59,344.04,280.17,338.4,399.43,414.61,432.17,464.11,365.92,359.19,350.94,407.05,410.76,354.26,372.05,380.28,378.32,409.53,440.67,440.39,460.93,398.25,441.58,432.49,437.2,500.32,x,x,582.74,402.07,383.2,370.69,481.88,394.26,409.39,482.22,433.7,498.5,434.28,397.31,405.02,441.3,543.75,530.65,506.03,458.07,x,308.36,362.35,x,321.04,412.33,x,429.64,527.3,525.98,540.84,588.44,613.73,632.23,706.24,566.41,612.47,742.68,425.96,x,x,x,x,472.4,392.27,407.9,342.25,430.19,364.66,263.06,327.42,446.91,x,407.71,361.23,385.34,557.93,434.2,487.84,573.03,658.67,651.82,662.69,709.87,x,439.62,x,470.04,419.1,409.64,383.86,x,x,x,x,x,x,671.29,x,520.08,578.54,525.02,559.78,635.61,525.22,421.69,231.39,255.93,483.02,587.94,637.49,540.38,526.21,540.2,380.77,x,x,x,x,x,705.65,499.6,560.23,344.3,529.37,454.26,490.45,516.35,595.25,671.49,647.17,730.31
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,"Business, building and other support services [55-56]  (6)",Both sexes,15 to 24 years,328.21,314.31,299.95,313,285.75,257.03,276.92,298.75,291.67,279.25,306.65,316.2,314.18,271.33,245.36,317.44,254.17,293.38,284.78,283.3,332.3,403.17,346.39,290.2,299.43,299.33,294.25,300.28,293.19,305.11,293.56,299.77,263.84,240.39,292.43,279.83,310.52,330.7,331.17,393.43,335.33,341.95,387.39,369.19,338.79,285.21,264.07,321.55,342.08,367.09,359.2,307.35,338.47,238.79,259.59,296.68,402.57,493.84,471.89,431.24,417.76,364.81,233.55,344.08,287.09,292.94,307.75,347.85,280.68,361.14,350.52,328.13,348.33,402.44,375.74,352.37,379.45,378.69,364.45,354.92,367.32,390.01,318.5,280.5,321.55,255.64,385.98,315.3,323.88,378.01,353.9,374.16,396.98,372.88,344.78,354,363.67,324.43,350.41,355.39,418.07,440.08,382.6,360.68,367.6,305.67,305.56,272.69,291.4,333.3,352.34,340.52,389.03,328.4,384.95,354.56,332.74,335.47,322.17,352.78,362.26,344.01,378.43,378.5,383.12,330.98,445.4,406.84,318.63,358.7,342.86,370.08,440.12,384.59,397.98,311.65,295.82,389.46,396.02,386.61,378.66,361.53,387.35,396.46,277.07,344.97,253.56,316.24,350.44,366.61,389,411.49,364.77,416.14,335.4,411.69,405.09,366.2,389.13,375.54,429.54,582.34,397.6,372.7,231.55,269.88,397.21,347.38,325.23,262.4,357.35,453.17,355.96,492.57,451.23,407.79,407.24,365.59,415.65,389.6,375.79
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,Educational services [61] ,Both sexes,15 to 24 years,175.34,165.26,189.56,318.06,268.34,170.99,x,x,x,321.8,270.47,243.42,232.44,313.8,303.94,x,427.75,352.65,373.99,408.97,x,320.98,354.04,x,319.48,219.4,275.47,257.55,181.97,252.2,305.85,290.46,x,63.05,36.99,91.82,100.12,126.16,131.7,172.24,231.83,303.81,350.83,461.68,324.95,209.03,165.64,100.27,114.12,190.37,129.31,155.23,191.84,x,256.47,304.35,188.58,119.5,123.52,76.82,180.62,282.65,299.15,255.51,360.48,499.61,451.66,642.39,288.87,226.8,133.68,53.16,155.12,155.65,69.72,249.54,194.69,211.92,x,350.84,379.28,312.08,340.28,370.3,349.08,256.47,179.39,x,339.62,465.64,459.08,455.87,430.09,330.53,133.7,217.9,157,194.64,251.89,385.81,351.99,412.54,352.34,341.16,79.35,69.1,145.78,94.86,262.68,304.98,405.97,398.34,645.95,480.47,364.83,230.13,x,141.18,59.84,108.43,83.04,173.5,188.61,171.1,467.53,403.94,396.76,x,317.9,265.5,349.4,342.01,435.52,212.69,219.69,283,337.13,432.77,362.39,411.15,311.7,201.17,90.1,214.39,x,140.58,150.14,156.48,350.92,297.26,379.54,436.99,281.84,290.35,226.85,269.06,221.15,277.48,125.93,86.46,233.37,435.32,385.39,418.14,285.63,226.77,231.86,x,139.32,217.42,182.93,255.35,324.63,429.31,346.87,417.04,194.53,255.8,234.38,253.08,x
Prince Edward Island,Average weekly wage rate,Both full- and part-time employees,Health care and social assistance [62] ,Both sexes,15 to 24 years,187.46,226.13,220.01,253.92,260.91,220.96,265.44,293.87,357.86,369.3,371.85,543.87,298.23,305.25,353.6,280.08,283.48,303.02,346.42,349.76,393.94,381.43,427.35,390.73,180.33,223.12,238.67,243.07,311.25,357.58,353.51,322.55,382.85,400.14,298.79,328.38,339.1,321.45,314.2,300.87,318.06,301.13,307.35,318.34,335.25,312.66,366.67,563.97,464.23,366.69,413.53,517.71,350.9,335.63,347.68,347.69,330.36,419.52,265.25,337.2,333.64,478.13,461.24,482.72,334.5,398.31,417.34,463.49,509.11,483.52,556.84,637.24,606.57,503.22,513.22,371.22,342.97,339.22,374.67,404.65,413.88,482.43,458.76,353.12,383.2,332.22,442.45,516.37,428.66,419.01,548.34,483.48,566.13,422.38,277.78,273.02,260.56,195.71,301.56,200.32,345.39,479.81,475.5,465.84,342.25,317.89,364.29,333.19,533.27,480.43,629.88,554.14,459.19,467.09,393.22,453.24,503.67,733.44,527.84,537.51,559.45,568.94,480.18,515.34,510.15,438.66,531.1,524.2,445.16,519.33,546.81,463.53,449.78,562.42,511.98,427.62,462.55,514.81,448.36,462.02,386.21,306.06,368.19,405.02,266.59,327.47,456.34,417.66,471.36,475.05,534.2,510.65,503.24,539.58,665.87,765.68,706.36,835.97,624.58,583.41,595.05,671.32,592.31,585.14,492.5,469.9,513.17,532.05,475,435.43,436.64,557.08,472.74,437.31,452.3,463.02,418.69,407.85,442.1,411.1,523.35
